ndc,fmt_drug,mbid,status,start_date,end_date,load_date,effective_date,expiration_date,created_by,updated_by,review_status,notes
9318786650,ATORVASTATIN,MO_CARDIO_003,PDL,2025-02-08,,2025-09-05,2025-04-21,,mo_analyst,mo_director,Approved,MO Medicaid formulary - pdl status
8169116841,HYDROCHLOROTHIAZIDE,MASTER_GEN_213,PDL,2025-02-25,,2025-08-24,2024-12-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8169116841,HYDROCHLOROTHIAZIDE,MO_GEN_500,PDL,2025-01-31,,2025-09-05,2025-05-17,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
9532612867,METFORMIN,DIAB_METFORM_001,PDL,2024-11-11,,2025-09-08,2024-09-25,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8408829738,PREDNISONE,MASTER_GEN_598,Approved,2024-09-06,,2025-08-25,2024-12-06,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8408829738,PREDNISONE,AK_GEN_829,Review,2025-03-19,,2025-09-03,2025-06-02,,ak_manager,ak_manager,In Review,AK state policy - review per remote access guidelines
8408829738,PREDNISONE,MO_GEN_207,Approved,2025-05-01,,2025-09-15,2025-05-26,,mo_director,mo_analyst,Approved,MO Medicaid formulary - approved status
6932477738,TRAMADOL,MASTER_GEN_101,Approved,2025-01-23,,2025-09-09,2024-08-24,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6932477738,TRAMADOL,AK_GEN_798,PDL,2024-12-29,,2025-09-08,2025-05-30,,ak_manager,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
6932477738,TRAMADOL,MO_GEN_595,PDL,2025-01-17,,2025-09-11,2025-05-17,,mo_pharmacist,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
5607862915,OMEPRAZOLE,GI_PPI_001,Approved,2024-12-04,,2025-08-22,2025-03-02,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5607862915,OMEPRAZOLE,GI_PPI_001,Approved,2025-03-26,,2025-09-05,2025-02-17,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - approved status
3304900558,LEVOTHYROXINE,ENDO_THYROID_001,PDL,2025-02-09,,2025-09-07,2024-12-10,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3304900558,LEVOTHYROXINE,ENDO_THYROID_001,PDL,2025-04-04,,2025-09-17,2025-03-28,,mo_analyst,mo_director,Approved,MO Medicaid formulary - pdl status
1621461765,PREDNISONE,AK_GEN_745,Approved,2025-06-27,,2025-09-14,2025-07-30,2025-06-27,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7437168343,TRAMADOL,AK_GEN_648,Approved,2025-08-08,,2025-09-16,2025-06-18,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
4695833631,ALBUTEROL,AK_RESP_001,Review,2025-08-18,,2025-09-15,2025-07-12,2025-04-10,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
8298103936,ALBUTEROL,AK_RESP_001,Review,2025-06-06,,2025-09-12,2025-05-27,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
9721780145,PREDNISONE,AK_GEN_460,Review,2025-06-03,,2025-09-10,2025-07-20,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
9646926463,TRAMADOL,AK_GEN_365,Review,2025-07-30,,2025-09-11,2025-08-16,2025-06-09,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
2016757307,ALBUTEROL,AK_RESP_001,Review,2025-06-03,,2025-09-15,2025-06-07,2025-07-07,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
5494434588,PREDNISONE,AK_GEN_747,Approved,2025-06-10,,2025-09-18,2025-07-17,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
8857585658,PREDNISONE,AK_GEN_302,Approved,2025-05-25,,2025-09-13,2025-07-07,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
5285850028,PREDNISONE,AK_GEN_538,Approved,2025-08-09,,2025-09-09,2025-07-11,2025-07-09,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7725511239,ALBUTEROL,AK_RESP_001,Review,2025-08-13,,2025-09-18,2025-07-19,2025-04-10,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
5243186654,TRAMADOL,AK_GEN_702,Review,2025-06-27,,2025-09-18,2025-08-08,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7494883898,ALBUTEROL,AK_RESP_001,Review,2025-07-04,,2025-09-09,2025-07-18,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
3247337331,ALBUTEROL,AK_RESP_001,Approved,2025-07-24,,2025-09-09,2025-07-18,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7606979090,ALBUTEROL,AK_RESP_001,Review,2025-08-09,,2025-09-13,2025-08-02,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
3495233425,TRAMADOL,AK_GEN_398,Review,2025-08-01,,2025-09-15,2025-05-24,2025-05-11,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
4665346617,GABAPENTIN,AK_PAIN_001,Review,2025-05-30,,2025-09-10,2025-07-12,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
1331143740,ALBUTEROL,AK_RESP_001,Review,2025-07-15,,2025-09-17,2025-06-25,2025-05-09,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
6297907171,GABAPENTIN,AK_PAIN_001,Approved,2025-06-28,,2025-09-09,2025-05-27,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
3796292770,TRAMADOL,AK_GEN_268,Review,2025-05-27,,2025-09-09,2025-06-01,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
3671667795,TRAMADOL,AK_GEN_531,Review,2025-07-12,,2025-09-10,2025-05-22,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
9866568718,GABAPENTIN,AK_PAIN_001,Review,2025-05-31,,2025-09-10,2025-07-29,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
4592872183,PREDNISONE,AK_GEN_221,Review,2025-07-29,,2025-09-17,2025-05-25,2025-05-29,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7884428591,TRAMADOL,AK_GEN_300,Review,2025-07-11,,2025-09-10,2025-06-06,2025-04-23,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7804370836,GABAPENTIN,AK_PAIN_001,Review,2025-06-19,,2025-09-17,2025-06-08,2025-06-07,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7762330563,ALBUTEROL,AK_RESP_001,Review,2025-07-27,,2025-09-17,2025-08-16,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
9662482528,PREDNISONE,AK_GEN_552,Review,2025-06-10,,2025-09-16,2025-07-05,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
1902456498,GABAPENTIN,AK_PAIN_001,Review,2025-08-15,,2025-09-18,2025-05-24,2025-05-10,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
2887559308,ALBUTEROL,AK_RESP_001,Approved,2025-07-14,,2025-09-18,2025-07-28,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7042622182,TRAMADOL,AK_GEN_428,Review,2025-07-01,,2025-09-13,2025-08-09,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
3249560378,ALBUTEROL,AK_RESP_001,Review,2025-06-01,,2025-09-13,2025-07-01,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
8129463130,TRAMADOL,AK_GEN_864,Approved,2025-07-10,,2025-09-13,2025-07-17,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
3233659725,PREDNISONE,AK_GEN_863,Approved,2025-08-03,,2025-09-15,2025-08-13,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
3244493958,PREDNISONE,AK_GEN_850,Review,2025-06-27,,2025-09-19,2025-06-18,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
1571971889,TRAMADOL,AK_GEN_156,Approved,2025-08-19,,2025-09-09,2025-08-12,2025-03-25,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
8156402765,PREDNISONE,AK_GEN_970,Approved,2025-07-21,,2025-09-17,2025-08-18,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7246526346,ALBUTEROL,AK_RESP_001,Approved,2025-08-08,,2025-09-10,2025-06-17,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
1185142368,PREDNISONE,AK_GEN_269,Approved,2025-08-13,,2025-09-10,2025-06-14,2025-07-18,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7608297034,TRAMADOL,AK_GEN_158,Review,2025-05-25,,2025-09-09,2025-07-13,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
9577302812,TRAMADOL,AK_GEN_115,Review,2025-06-12,,2025-09-12,2025-05-25,,ak_rural_program,ak_rural_program,In Review,AK-specific addition for rural healthcare access
7563245808,OMEPRAZOLE,GI_PPI_001,PDL,2025-08-24,,2025-09-14,2025-06-26,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
1250277360,SERTRALINE,MO_PSYCH_001,Approved,2025-07-03,,2025-09-17,2025-07-10,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
8107389623,OMEPRAZOLE,GI_PPI_001,Approved,2025-07-27,,2025-09-14,2025-06-28,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9692137196,OMEPRAZOLE,GI_PPI_001,Approved,2025-07-29,,2025-09-15,2025-08-13,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
4883662456,LISINOPRIL,CARDIO_ACE_001,Approved,2025-07-08,,2025-09-18,2025-06-30,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
8932843683,METFORMIN,MO_DIAB_001,PDL,2025-08-14,,2025-09-16,2025-07-29,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
3011787498,LISINOPRIL,CARDIO_ACE_001,Approved,2025-07-29,,2025-09-17,2025-06-28,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
4037124251,METFORMIN,MO_DIAB_001,PDL,2025-07-12,,2025-09-19,2025-08-27,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
1009428392,LISINOPRIL,CARDIO_ACE_001,Approved,2025-07-23,,2025-09-14,2025-07-30,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
4212961677,METFORMIN,MO_DIAB_001,Approved,2025-07-19,,2025-09-15,2025-08-05,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
6827617894,LISINOPRIL,CARDIO_ACE_001,Approved,2025-08-17,,2025-09-18,2025-08-05,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
8743697098,METFORMIN,MO_DIAB_001,Approved,2025-07-29,,2025-09-15,2025-07-06,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
3183234608,METFORMIN,MO_DIAB_001,PDL,2025-07-04,,2025-09-18,2025-07-27,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9484377097,LISINOPRIL,CARDIO_ACE_001,Approved,2025-07-31,,2025-09-18,2025-08-05,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
4148757719,METFORMIN,MO_DIAB_001,Approved,2025-07-27,,2025-09-18,2025-08-09,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
8040635284,METFORMIN,MO_DIAB_001,PDL,2025-06-29,,2025-09-16,2025-06-26,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
6705810526,SERTRALINE,MO_PSYCH_001,Approved,2025-07-08,,2025-09-16,2025-08-29,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9308678525,LISINOPRIL,CARDIO_ACE_001,Approved,2025-07-07,,2025-09-18,2025-08-13,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
3169261527,LISINOPRIL,CARDIO_ACE_001,Approved,2025-07-05,,2025-09-18,2025-07-03,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
2779671126,METFORMIN,MO_DIAB_001,PDL,2025-09-02,,2025-09-16,2025-08-11,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
7950805510,OMEPRAZOLE,GI_PPI_001,Approved,2025-06-28,,2025-09-17,2025-06-26,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
7005680047,METFORMIN,MO_DIAB_001,Approved,2025-08-22,,2025-09-14,2025-06-23,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9154911738,LISINOPRIL,CARDIO_ACE_001,Approved,2025-08-04,,2025-09-17,2025-08-19,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
8661997481,LISINOPRIL,CARDIO_ACE_001,Approved,2025-07-01,,2025-09-17,2025-07-21,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
5946358456,METFORMIN,MO_DIAB_001,Approved,2025-07-07,,2025-09-16,2025-06-29,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9463225258,SERTRALINE,MO_PSYCH_001,Approved,2025-08-12,,2025-09-17,2025-06-25,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
8947871252,OMEPRAZOLE,GI_PPI_001,Approved,2025-06-26,,2025-09-16,2025-08-05,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
4812892284,SERTRALINE,MO_PSYCH_001,Approved,2025-08-31,,2025-09-15,2025-06-21,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
4263426627,SERTRALINE,MO_PSYCH_001,Approved,2025-07-23,,2025-09-16,2025-07-22,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9500753609,OMEPRAZOLE,GI_PPI_001,PDL,2025-08-02,,2025-09-16,2025-07-10,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
7212916332,LISINOPRIL,CARDIO_ACE_001,PDL,2025-08-07,,2025-09-17,2025-06-22,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9711905827,SERTRALINE,MO_PSYCH_001,Approved,2025-07-25,,2025-09-19,2025-08-07,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
3015762722,OMEPRAZOLE,GI_PPI_001,PDL,2025-07-01,,2025-09-18,2025-07-18,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9690235451,METFORMIN,MO_DIAB_001,Approved,2025-07-12,,2025-09-16,2025-08-05,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
9490878306,METFORMIN,MO_DIAB_001,Approved,2025-07-11,,2025-09-15,2025-08-11,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
8225522363,LISINOPRIL,CARDIO_ACE_001,PDL,2025-07-09,,2025-09-15,2025-08-05,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
7763567608,LISINOPRIL,CARDIO_ACE_001,Approved,2025-08-10,,2025-09-15,2025-07-18,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
7736786747,LISINOPRIL,CARDIO_ACE_001,PDL,2025-07-30,,2025-09-19,2025-06-27,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
5255397911,LISINOPRIL,CARDIO_ACE_001,Approved,2025-08-27,,2025-09-15,2025-08-26,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
4107582499,OMEPRAZOLE,GI_PPI_001,PDL,2025-07-08,,2025-09-18,2025-09-04,,mo_state_program,mo_state_program,Approved,MO Medicaid Plus program - enhanced coverage
